sound_id,onomatopoeia_katakana,confidence_score,acceptance_score,dsp_target_0,dsp_target_1,dsp_target_2,dsp_target_3,dsp_target_4,dsp_target_5,dsp_target_6,dsp_target_7,dsp_target_8,dsp_target_9
a1_wood1_050,チッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood1_051,パッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood1_060,タッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood1_074,パッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood1_078,パッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood2_004,カッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood2_008,タッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood2_017,トッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood2_020,チッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood2_022,パッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood2_025,タンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood2_051,チッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood2_058,タンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood3_022,カタッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood3_036,カッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a1_wood3_047,コロ,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a1_wood3_048,コロ,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a1_wood3_049,コロ,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a1_wood3_050,コロ,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a1_wood3_054,コロ,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a1_wood3_064,コロ,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_bank_027,トロロン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_bowl_065,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_bowl_069,パァーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_bowl_073,カーンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a2_bowl_086,カン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_016,ボン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_047,ドンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a2_candybwl_049,ドン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_051,ヴォン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_052,ヴォン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_055,ヴォン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_candybwl_085,ドォォォン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_coffcan_000,ビン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_coffcan_008,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_coffcan_012,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_coffcan_013,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_coffcan_018,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_coffcan_070,タン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_colacan_005,コン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_colacan_012,パン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_colacan_064,タンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a2_colacan_089,コン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_metal05_060,コンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a2_metal05_085,ポーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_metal05_090,ポーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_metal05_096,ポーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_metal05_099,ポーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_metal15_069,テェン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_metal15_070,カン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_000,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_001,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_002,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_003,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_004,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_005,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_006,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_007,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_008,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_009,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_010,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_011,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_013,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_014,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_015,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_016,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_017,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_019,カーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_pan_023,ポン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_trashbox_049,ボン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_trashbox_061,トン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_trashbox_069,タン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_trashbox_070,タン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2_trashbox_099,ゴーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a3_case1_023,カッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a3_case1_027,コンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a3_case1_029,トッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a3_case1_035,コンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a3_case1_037,コンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a3_case2_014,ツポッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_bottle2_021,ティリン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_bottle2_044,キンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_bottle2_048,ペン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_bottle2_055,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_bottle2_059,ペン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_bottle2_079,ピンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_bottle2_090,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_bottle2_091,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_bottle2_092,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_bottle2_093,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_bottle2_094,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_bottle2_097,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_bottle2_098,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_040,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_041,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_042,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_043,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_044,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_045,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_046,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_047,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_051,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_052,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_053,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_054,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_055,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_056,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_057,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_058,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_059,ピーン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china1_060,カンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_china1_061,カンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_china1_062,カンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_china1_063,カンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_china1_064,カンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_china1_065,カンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_china1_066,カンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_china1_067,カンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_china1_068,カンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_china1_069,カンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_china1_071,カンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_china1_076,カンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_china1_077,カンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_china1_087,コン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china2_060,コン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china2_061,コン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china2_062,コン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china2_064,コン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china2_068,コン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china3_027,コン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china3_066,コンッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
a4_china3_092,コン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china3_098,コン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china3_099,コン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_china4_052,カララン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_010,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_040,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_041,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_042,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_043,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_044,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_046,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_047,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_049,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_052,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_053,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_054,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_057,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_059,ピン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_080,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_081,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_082,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_083,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_084,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_085,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_086,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_087,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_088,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_089,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_091,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_092,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_094,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_095,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup1_099,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_040,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_041,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_042,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_043,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_044,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_045,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_046,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_047,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_048,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_049,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_050,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_051,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_052,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_053,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_054,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_055,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_056,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_057,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_058,チン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_080,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_081,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_082,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_083,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_084,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_085,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_086,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_087,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_088,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_089,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_090,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_091,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_092,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_093,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_094,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_095,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_096,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_097,チインー,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a4_cup2_099,キン,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b1_particl2_002,ザザザ,5,4.5,0.5,0.4,0.6,0.5,0.0,-0.2,-0.3,0.0,0.0,0.0
b1_particl2_061,ガラガラ,5,4.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
b2_pump_009,スーッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b2_pump_063,スイーッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b2_spray_060,シーッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b2_spray_066,シイーッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b2_spray_076,シュイーッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b2_spray_077,シッー,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_file_026,スッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_file_076,シュ,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b3_file_093,シュッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_sandpp1_009,ジュッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_sandpp1_039,ジュッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_sandpp1_080,ジッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_sandpp1_086,ビリッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_sandpp1_099,ザクッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_sandpp2_023,ジャッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_sandpp2_028,ザァッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b3_sandpp2_046,キシャ,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b3_sandpp2_047,ザシュ,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b3_saw1_053,スッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b4_sticks_030,ジッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b4_sticks_035,チャッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b5_cap2_011,パッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b5_cap2_014,タッン,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b5_cap2_096,タッン,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b5_cap2_098,タッン,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b5_clap1_030,パッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b5_clap1_098,コッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b5_clap2_039,パッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b5_clap2_085,パッ,5,4.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,-0.3,0.0
b5_claps1_053,トトトト,5,4.5,-0.3,0.0,-0.4,-0.3,0.0,0.6,0.7,0.0,0.0,0.0
